0.000000, 0.026180, 1.570796, 2.617994, 3.665191, 4.712389, 5.759587, 6.806784, 
0.050000, 0.026180, 1.549844, 2.607168, 3.675075, 4.733326, 5.770666, 6.796662, 
0.100000, 0.026175, 1.528888, 2.596568, 3.684746, 4.754238, 5.782028, 6.786273, 
0.150000, 0.026150, 1.507935, 2.586168, 3.694235, 4.775117, 5.793699, 6.775588, 
0.200000, 0.026027, 1.487048, 2.575976, 3.703545, 4.795904, 5.805676, 6.764593, 
0.250000, 0.025625, 1.466242, 2.565990, 3.712721, 4.816587, 5.817963, 6.753239, 
0.300000, 0.024153, 1.445560, 2.556300, 3.721864, 4.837145, 5.830474, 6.741398, 
0.350000, 0.020085, 1.424972, 2.547074, 3.731274, 4.857676, 5.843001, 6.728742, 
0.400000, 0.012548, 1.404605, 2.538583, 3.741173, 4.878147, 5.855251, 6.714980, 
0.450000, 0.004731, 1.384457, 2.530489, 3.751252, 4.898525, 5.867582, 6.700435, 
0.500000, -0.001270, 1.364485, 2.522428, 3.761185, 4.918767, 5.880407, 6.685470, 
0.550000, 0.001360, 1.344462, 2.513039, 3.769645, 4.938639, 5.895329, 6.671627, 
0.600000, -0.002958, 1.324842, 2.505033, 3.779333, 4.958558, 5.909226, 6.655751, 
0.650000, -0.000129, 1.305174, 2.495706, 3.787535, 4.978022, 5.925296, 6.641009, 
0.700000, -0.000453, 1.285787, 2.487061, 3.796334, 4.997441, 5.941169, 6.624950, 
0.750000, -0.002160, 1.266669, 2.478821, 3.805425, 5.016746, 5.957182, 6.607902, 
0.800000, -0.009465, 1.248091, 2.472144, 3.815977, 5.036214, 5.971913, 6.588425, 
0.850000, -0.007863, 1.229178, 2.463264, 3.824261, 5.055032, 5.990006, 6.571027, 
0.900000, 0.005939, 1.209546, 2.450820, 3.828905, 5.072793, 6.013195, 6.557456, 
0.950000, -1.042641, -1.298561, -0.792361, 6.427068, 7.678633, 9.073732, 4.044202, 
1.000000, -2.097685, 1.754279, -3.267167, 3.954070, 4.420866, 11.645298, 6.625422, 
1.050000, -1.049879, 5.021849, -0.835325, 6.391026, 1.380841, 9.092947, 4.081431, 
1.100000, -1.049290, 7.655454, -3.465182, 4.099520, -1.240027, 11.710147, 6.372857, 
1.150000, 4.187048, 4.358047, -0.975574, 6.599785, -4.504098, 9.353511, 4.017915, 
1.200000, 9.426101, 2.040748, -3.288428, 3.289711, -2.041034, 11.826268, 0.739078, 
1.250000, 2.095373, 4.487683, -0.299685, 1.011460, -4.312407, 8.502187, 3.177107, 
1.300000, 1.048111, 7.430810, 2.112072, -27.983721, -7.621768, 6.265289, 32.363659, 
1.350000, -11.519545, -1.654993, 82.728626, -21.382625, -14.221348, -74.351017, 35.166058, 
1.400000, -11.518746, 177.025688, 83.757878, -197.646041, 162.040930, -75.380410, -143.514880, 
1.450000, -18.850157, 169.646167, 165.959740, -191.091313, 157.079797, -160.765896, -134.542646, 
1.500000, -18.849555, 170.639485, 109.166624, -134.299365, 156.086151, -219.906119, -75.403589, 
1.550000, -18.849557, 262.918379, 119.414516, -144.547259, 63.807257, -211.284008, -84.025700, 
1.600000, -18.849564, 168.688833, 132.010545, -157.143296, 158.036806, -198.725801, -96.583899, 
1.650000, -18.848676, -18.850080, 172.036485, -197.170916, 345.574598, -148.406403, -146.904996, 
1.700000, -18.849739, -19.769592, 31.541997, -56.674996, 346.495289, -286.706627, -8.602860, 
1.750000, -16.755062, -198.808039, 77.333266, -103.818694, 525.910327, -232.695138, -61.638553, 
1.800000, -14.660688, -155.194313, 34.722978, 42.081833, 569.481653, -277.672837, -207.136144, 
1.850000, -14.660787, -197.102913, -89.197053, 81.882220, 529.681180, -153.752771, -165.227472, 
1.900000, -14.660644, -448.467574, 262.640995, 226.387095, 385.176092, -505.590872, 86.137415, 
1.950000, -14.690883, -789.611229, 632.535881, 389.641281, 221.981606, -875.428592, 427.340393, 
