0.010000, 0.000000, 1.566585, 2.615893, 3.667292, 4.716600, 5.761697, 6.804673, 
0.020000, -0.000000, 1.562390, 2.613810, 3.669375, 4.720795, 5.763810, 6.802561, 
0.030000, -0.000000, 1.558200, 2.611739, 3.671446, 4.724986, 5.765930, 6.800440, 
0.040000, -0.000000, 1.554007, 2.609675, 3.673510, 4.729178, 5.768063, 6.798308, 
0.050000, 0.000000, 1.549817, 2.607622, 3.675563, 4.733368, 5.770205, 6.796166, 
0.060000, 0.000000, 1.545626, 2.605577, 3.677608, 4.737559, 5.772359, 6.794012, 
0.070000, 0.000000, 1.541436, 2.603541, 3.679645, 4.741749, 5.774524, 6.791847, 
0.080000, 0.000000, 1.537249, 2.601514, 3.681672, 4.745936, 5.776699, 6.789672, 
0.090000, -0.000000, 1.533062, 2.599495, 3.683691, 4.750124, 5.778886, 6.787485, 
0.100000, 0.000000, 1.528876, 2.597484, 3.685702, 4.754310, 5.781084, 6.785286, 
0.110000, -0.000000, 1.524693, 2.595482, 3.687704, 4.758492, 5.783294, 6.783077, 
0.120000, -0.000000, 1.520511, 2.593487, 3.689698, 4.762674, 5.785516, 6.780855, 
0.130000, 0.000000, 1.516331, 2.591501, 3.691685, 4.766854, 5.787750, 6.778620, 
0.140000, 0.000000, 1.512154, 2.589522, 3.693664, 4.771031, 5.789996, 6.776374, 
0.150000, -0.000000, 1.507979, 2.587550, 3.695635, 4.775206, 5.792255, 6.774116, 
0.160000, -0.000000, 1.503807, 2.585586, 3.697599, 4.779379, 5.794526, 6.771845, 
0.170000, -0.000000, 1.499667, 2.583645, 3.699541, 4.783518, 5.796795, 6.769575, 
0.180000, -0.000000, 1.495502, 2.581696, 3.701489, 4.787683, 5.799091, 6.767279, 
0.190000, -0.000000, 1.491340, 2.579754, 3.703431, 4.791846, 5.801401, 6.764970, 
0.200000, -0.000000, 1.487175, 2.577816, 3.705369, 4.796010, 5.803726, 6.762644, 
0.210000, -0.000000, 1.483019, 2.575887, 3.707298, 4.800166, 5.806063, 6.760308, 
0.220000, -0.000000, 1.478862, 2.573963, 3.709223, 4.804323, 5.808416, 6.757955, 
0.230000, -0.000000, 1.474713, 2.572046, 3.711139, 4.808473, 5.810780, 6.755591, 
0.240000, -0.000000, 1.470563, 2.570134, 3.713051, 4.812622, 5.813161, 6.753210, 
0.250000, -0.000000, 1.466421, 2.568230, 3.714955, 4.816764, 5.815554, 6.750816, 
0.260000, -0.000000, 1.462279, 2.566330, 3.716855, 4.820906, 5.817964, 6.748407, 
